Year,Date,District,Crop,Season,Rainfall_mm,Soil_Moisture_Percent,Area_hectare,Production_tonnes,Yield_tonnes_per_hectare
2026,2026-08-27,Gadchiroli,Soybean,Kharif,11.4,13.48,240517,305456.59,1.27
2026,2026-08-28,Gadchiroli,Soybean,Kharif,42.5,18.86,240517,305456.59,1.27
2026,2026-08-29,Gadchiroli,Soybean,Kharif,23.5,17.57,240517,305456.59,1.27
2026,2026-08-30,Gadchiroli,Soybean,Kharif,1.3,18.06,240517,305456.59,1.27
2026,2026-08-31,Gadchiroli,Soybean,Kharif,13.9,17.5,240517,305456.59,1.27
2026,2026-09-01,Gadchiroli,Soybean,Kharif,11.7,16.72,240517,305456.59,1.27
2026,2026-09-02,Gadchiroli,Soybean,Kharif,0.0,12.32,240517,305456.59,1.27
2026,2026-09-03,Gadchiroli,Soybean,Kharif,9.9,13.92,240517,305456.59,1.27
2026,2026-08-19,Gadchiroli,Cotton,Kharif,1.8,18.35,349643,157339.35,0.45
2026,2026-08-20,Gadchiroli,Cotton,Kharif,7.0,17.88,349643,157339.35,0.45
2026,2026-08-21,Gadchiroli,Cotton,Kharif,0.3,16.71,349643,157339.35,0.45
2026,2026-08-22,Gadchiroli,Cotton,Kharif,7.5,16.23,349643,157339.35,0.45
2026,2026-08-23,Gadchiroli,Cotton,Kharif,2.5,19.96,349643,157339.35,0.45
2026,2026-08-24,Gadchiroli,Cotton,Kharif,16.3,16.77,349643,157339.35,0.45
2026,2026-08-25,Gadchiroli,Cotton,Kharif,8.3,18.96,349643,157339.35,0.45
2026,2026-08-26,Gadchiroli,Cotton,Kharif,6.4,16.79,349643,157339.35,0.45
2026,2026-08-27,Gadchiroli,Cotton,Kharif,13.5,13.48,349643,157339.35,0.45
2026,2026-08-28,Gadchiroli,Cotton,Kharif,8.9,18.86,349643,157339.35,0.45
2026,2026-08-29,Gadchiroli,Cotton,Kharif,20.3,17.57,349643,157339.35,0.45
2026,2026-08-30,Gadchiroli,Cotton,Kharif,1.1,18.06,349643,157339.35,0.45
2026,2026-08-31,Gadchiroli,Cotton,Kharif,16.1,17.5,349643,157339.35,0.45
2026,2026-09-01,Gadchiroli,Cotton,Kharif,15.4,16.72,349643,157339.35,0.45
2026,2026-09-02,Gadchiroli,Cotton,Kharif,17.0,12.32,349643,157339.35,0.45
2026,2026-09-03,Gadchiroli,Cotton,Kharif,0.4,13.92,349643,157339.35,0.45
2026,2026-08-19,Gadchiroli,Sugarcane,Kharif,1.0,18.35,60124,4680052.16,77.84
2026,2026-08-20,Gadchiroli,Sugarcane,Kharif,7.5,17.88,60124,4680052.16,77.84
2026,2026-08-21,Gadchiroli,Sugarcane,Kharif,19.4,16.71,60124,4680052.16,77.84
2026,2026-08-22,Gadchiroli,Sugarcane,Kharif,0.9,16.23,60124,4680052.16,77.84
2026,2026-08-23,Gadchiroli,Sugarcane,Kharif,15.3,19.96,60124,4680052.16,77.84
2026,2026-08-24,Gadchiroli,Sugarcane,Kharif,8.7,16.77,60124,4680052.16,77.84
2026,2026-08-25,Gadchiroli,Sugarcane,Kharif,14.5,18.96,60124,4680052.16,77.84
2026,2026-08-26,Gadchiroli,Sugarcane,Kharif,15.5,16.79,60124,4680052.16,77.84
2026,2026-08-27,Gadchiroli,Sugarcane,Kharif,2.0,13.48,60124,4680052.16,77.84
2026,2026-08-28,Gadchiroli,Sugarcane,Kharif,36.7,18.86,60124,4680052.16,77.84
2026,2026-08-29,Gadchiroli,Sugarcane,Kharif,35.8,17.57,60124,4680052.16,77.84
2026,2026-08-30,Gadchiroli,Sugarcane,Kharif,18.3,18.06,60124,4680052.16,77.84
2026,2026-08-31,Gadchiroli,Sugarcane,Kharif,51.1,17.5,60124,4680052.16,77.84
2026,2026-09-01,Gadchiroli,Sugarcane,Kharif,3.1,16.72,60124,4680052.16,77.84
2026,2026-09-02,Gadchiroli,Sugarcane,Kharif,44.6,12.32,60124,4680052.16,77.84
2026,2026-09-03,Gadchiroli,Sugarcane,Kharif,57.7,13.92,60124,4680052.16,77.84
2026,2026-08-19,Gondia,Maize,Kharif,7.3,22.22,93313,266875.18,2.86
2026,2026-08-20,Gondia,Maize,Kharif,4.0,19.88,93313,266875.18,2.86
2026,2026-08-21,Gondia,Maize,Kharif,16.8,21.51,93313,266875.18,2.86
2026,2026-08-22,Gondia,Maize,Kharif,21.5,24.86,93313,266875.18,2.86
2026,2026-08-23,Gondia,Maize,Kharif,12.6,20.26,93313,266875.18,2.86
2026,2026-08-24,Gondia,Maize,Kharif,0.6,23.08,93313,266875.18,2.86
2026,2026-08-25,Gondia,Maize,Kharif,13.2,20.82,93313,266875.18,2.86
2026,2026-08-26,Gondia,Maize,Kharif,0.0,20.34,93313,266875.18,2.86
2026,2026-08-27,Gondia,Maize,Kharif,9.5,23.26,93313,266875.18,2.86
2026,2026-08-28,Gondia,Maize,Kharif,9.5,23.21,93313,266875.18,2.86
2026,2026-08-29,Gondia,Maize,Kharif,31.1,20.28,93313,266875.18,2.86
2026,2026-08-30,Gondia,Maize,Kharif,1.6,20.97,93313,266875.18,2.86
2026,2026-08-31,Gondia,Maize,Kharif,14.2,17.3,93313,266875.18,2.86
2026,2026-09-01,Gondia,Maize,Kharif,0.4,17.87,93313,266875.18,2.86
2026,2026-09-02,Gondia,Maize,Kharif,0.1,21.61,93313,266875.18,2.86
2026,2026-09-03,Gondia,Maize,Kharif,0.0,18.99,93313,266875.18,2.86
2026,2026-08-19,Gondia,Soybean,Kharif,1.5,22.22,231165,323631.0,1.4
2026,2026-08-20,Gondia,Soybean,Kharif,19.6,19.88,231165,323631.0,1.4
2026,2026-08-21,Gondia,Soybean,Kharif,36.4,21.51,231165,323631.0,1.4
2026,2026-08-22,Gondia,Soybean,Kharif,24.6,24.86,231165,323631.0,1.4
2026,2026-08-23,Gondia,Soybean,Kharif,24.3,20.26,231165,323631.0,1.4
2026,2026-08-24,Gondia,Soybean,Kharif,7.2,23.08,231165,323631.0,1.4
2026,2026-08-25,Gondia,Soybean,Kharif,15.8,20.82,231165,323631.0,1.4
2026,2026-08-26,Gondia,Soybean,Kharif,12.8,20.34,231165,323631.0,1.4
2026,2026-08-27,Gondia,Soybean,Kharif,1.3,23.26,231165,323631.0,1.4
2026,2026-08-28,Gondia,Soybean,Kharif,18.2,23.21,231165,323631.0,1.4
2026,2026-08-29,Gondia,Soybean,Kharif,57.0,20.28,231165,323631.0,1.4
2026,2026-08-30,Gondia,Soybean,Kharif,50.6,20.97,231165,323631.0,1.4
2026,2026-08-31,Gondia,Soybean,Kharif,21.8,17.3,231165,323631.0,1.4
2026,2026-09-01,Gondia,Soybean,Kharif,37.8,17.87,231165,323631.0,1.4
2026,2026-09-02,Gondia,Soybean,Kharif,15.8,21.61,231165,323631.0,1.4
2026,2026-09-03,Gondia,Soybean,Kharif,15.6,18.99,231165,323631.0,1.4
2026,2026-08-19,Gondia,Cotton,Kharif,15.5,22.22,263099,110501.58,0.42
2026,2026-08-20,Gondia,Cotton,Kharif,0.0,19.88,263099,110501.58,0.42
2026,2026-08-21,Gondia,Cotton,Kharif,10.6,21.51,263099,110501.58,0.42
2026,2026-08-22,Gondia,Cotton,Kharif,14.1,24.86,263099,110501.58,0.42
2026,2026-08-23,Gondia,Cotton,Kharif,0.0,20.26,263099,110501.58,0.42
2026,2026-08-24,Gondia,Cotton,Kharif,48.9,23.08,263099,110501.58,0.42
2026,2026-08-25,Gondia,Cotton,Kharif,0.5,20.82,263099,110501.58,0.42
2026,2026-08-26,Gondia,Cotton,Kharif,0.0,20.34,263099,110501.58,0.42
2026,2026-08-27,Gondia,Cotton,Kharif,0.0,23.26,263099,110501.58,0.42
2026,2026-08-28,Gondia,Cotton,Kharif,1.4,23.21,263099,110501.58,0.42
2026,2026-08-29,Gondia,Cotton,Kharif,6.6,20.28,263099,110501.58,0.42
2026,2026-08-30,Gondia,Cotton,Kharif,19.9,20.97,263099,110501.58,0.42
2026,2026-08-31,Gondia,Cotton,Kharif,39.7,17.3,263099,110501.58,0.42
2026,2026-09-01,Gondia,Cotton,Kharif,6.3,17.87,263099,110501.58,0.42
2026,2026-09-02,Gondia,Cotton,Kharif,0.0,21.61,263099,110501.58,0.42
2026,2026-09-03,Gondia,Cotton,Kharif,43.3,18.99,263099,110501.58,0.42
2026,2026-08-19,Gondia,Sugarcane,Kharif,1.9,22.22,90896,7468015.36,82.16
2026,2026-08-20,Gondia,Sugarcane,Kharif,37.9,19.88,90896,7468015.36,82.16
2026,2026-08-21,Gondia,Sugarcane,Kharif,47.0,21.51,90896,7468015.36,82.16
2026,2026-08-22,Gondia,Sugarcane,Kharif,19.9,24.86,90896,7468015.36,82.16
2026,2026-08-23,Gondia,Sugarcane,Kharif,48.8,20.26,90896,7468015.36,82.16
2026,2026-08-24,Gondia,Sugarcane,Kharif,20.8,23.08,90896,7468015.36,82.16
2026,2026-08-25,Gondia,Sugarcane,Kharif,16.8,20.82,90896,7468015.36,82.16
2026,2026-08-26,Gondia,Sugarcane,Kharif,22.6,20.34,90896,7468015.36,82.16
2026,2026-08-27,Gondia,Sugarcane,Kharif,20.5,23.26,90896,7468015.36,82.16
2026,2026-08-28,Gondia,Sugarcane,Kharif,46.7,23.21,90896,7468015.36,82.16
2026,2026-08-29,Gondia,Sugarcane,Kharif,24.2,20.28,90896,7468015.36,82.16
2026,2026-08-30,Gondia,Sugarcane,Kharif,44.3,20.97,90896,7468015.36,82.16
2026,2026-08-31,Gondia,Sugarcane,Kharif,18.9,17.3,90896,7468015.36,82.16
2026,2026-09-01,Gondia,Sugarcane,Kharif,0.5,17.87,90896,7468015.36,82.16
2026,2026-09-02,Gondia,Sugarcane,Kharif,49.5,21.61,90896,7468015.36,82.16
2026,2026-09-03,Gondia,Sugarcane,Kharif,22.0,18.99,90896,7468015.36,82.16
2026,2026-08-19,Hingoli,Maize,Kharif,0.0,30.61,67909,185391.57,2.73
2026,2026-08-20,Hingoli,Maize,Kharif,18.4,26.5,67909,185391.57,2.73
2026,2026-08-21,Hingoli,Maize,Kharif,5.6,29.71,67909,185391.57,2.73
2026,2026-08-22,Hingoli,Maize,Kharif,2.4,29.26,67909,185391.57,2.73
2026,2026-08-23,Hingoli,Maize,Kharif,51.0,31.4,67909,185391.57,2.73
2026,2026-08-24,Hingoli,Maize,Kharif,15.0,27.27,67909,185391.57,2.73
2026,2026-08-25,Hingoli,Maize,Kharif,20.5,32.14,67909,185391.57,2.73
2026,2026-08-26,Hingoli,Maize,Kharif,0.0,26.89,67909,185391.57,2.73
2026,2026-08-27,Hingoli,Maize,Kharif,9.4,27.57,67909,185391.57,2.73
2026,2026-08-28,Hingoli,Maize,Kharif,10.0,30.07,67909,185391.57,2.73
2026,2026-08-29,Hingoli,Maize,Kharif,8.8,30.59,67909,185391.57,2.73
2026,2026-08-30,Hingoli,Maize,Kharif,51.7,27.99,67909,185391.57,2.73
2026,2026-08-31,Hingoli,Maize,Kharif,0.0,27.34,67909,185391.57,2.73
2026,2026-09-01,Hingoli,Maize,Kharif,16.1,32.01,67909,185391.57,2.73
2026,2026-09-02,Hingoli,Maize,Kharif,17.5,28.19,67909,185391.57,2.73
2026,2026-09-03,Hingoli,Maize,Kharif,8.6,30.32,67909,185391.57,2.73
2026,2026-08-19,Hingoli,Soybean,Kharif,10.5,30.61,168473,224069.09,1.33
2026,2026-08-20,Hingoli,Soybean,Kharif,11.2,26.5,168473,224069.09,1.33
2026,2026-08-21,Hingoli,Soybean,Kharif,1.1,29.71,168473,224069.09,1.33
2026,2026-08-22,Hingoli,Soybean,Kharif,1.1,29.26,168473,224069.09,1.33
2026,2026-08-23,Hingoli,Soybean,Kharif,18.8,31.4,168473,224069.09,1.33
2026,2026-08-24,Hingoli,Soybean,Kharif,17.1,27.27,168473,224069.09,1.33
2026,2026-08-25,Hingoli,Soybean,Kharif,23.4,32.14,168473,224069.09,1.33
2026,2026-08-26,Hingoli,Soybean,Kharif,0.2,26.89,168473,224069.09,1.33
2026,2026-08-27,Hingoli,Soybean,Kharif,0.4,27.57,168473,224069.09,1.33
2026,2026-08-28,Hingoli,Soybean,Kharif,0.9,30.07,168473,224069.09,1.33
2026,2026-08-29,Hingoli,Soybean,Kharif,16.5,30.59,168473,224069.09,1.33
2026,2026-08-30,Hingoli,Soybean,Kharif,25.4,27.99,168473,224069.09,1.33
2026,2026-08-31,Hingoli,Soybean,Kharif,0.0,27.34,168473,224069.09,1.33
2026,2026-09-01,Hingoli,Soybean,Kharif,7.7,32.01,168473,224069.09,1.33
2026,2026-09-02,Hingoli,Soybean,Kharif,24.1,28.19,168473,224069.09,1.33
2026,2026-09-03,Hingoli,Soybean,Kharif,54.0,30.32,168473,224069.09,1.33
2026,2026-08-19,Hingoli,Cotton,Kharif,0.0,30.61,329069,144790.36,0.44
2026,2026-08-20,Hingoli,Cotton,Kharif,7.9,26.5,329069,144790.36,0.44
2026,2026-08-21,Hingoli,Cotton,Kharif,7.3,29.71,329069,144790.36,0.44
2026,2026-08-22,Hingoli,Cotton,Kharif,0.0,29.26,329069,144790.36,0.44
2026,2026-08-23,Hingoli,Cotton,Kharif,12.5,31.4,329069,144790.36,0.44
2026,2026-08-24,Hingoli,Cotton,Kharif,37.4,27.27,329069,144790.36,0.44
2026,2026-08-25,Hingoli,Cotton,Kharif,12.2,32.14,329069,144790.36,0.44
2026,2026-08-26,Hingoli,Cotton,Kharif,57.2,26.89,329069,144790.36,0.44
2026,2026-08-27,Hingoli,Cotton,Kharif,8.3,27.57,329069,144790.36,0.44
2026,2026-08-28,Hingoli,Cotton,Kharif,0.1,30.07,329069,144790.36,0.44
2026,2026-08-29,Hingoli,Cotton,Kharif,57.5,30.59,329069,144790.36,0.44
2026,2026-08-30,Hingoli,Cotton,Kharif,24.9,27.99,329069,144790.36,0.44
2026,2026-08-31,Hingoli,Cotton,Kharif,10.6,27.34,329069,144790.36,0.44
2026,2026-09-01,Hingoli,Cotton,Kharif,49.7,32.01,329069,144790.36,0.44
2026,2026-09-02,Hingoli,Cotton,Kharif,5.0,28.19,329069,144790.36,0.44
2026,2026-09-03,Hingoli,Cotton,Kharif,0.3,30.32,329069,144790.36,0.44
2026,2026-08-19,Hingoli,Sugarcane,Kharif,2.0,30.61,51668,4136540.08,80.06
2026,2026-08-20,Hingoli,Sugarcane,Kharif,15.5,26.5,51668,4136540.08,80.06
2026,2026-08-21,Hingoli,Sugarcane,Kharif,5.5,29.71,51668,4136540.08,80.06
2026,2026-08-22,Hingoli,Sugarcane,Kharif,2.0,29.26,51668,4136540.08,80.06
2026,2026-08-23,Hingoli,Sugarcane,Kharif,0.0,31.4,51668,4136540.08,80.06
2026,2026-08-24,Hingoli,Sugarcane,Kharif,0.9,27.27,51668,4136540.08,80.06
2026,2026-08-25,Hingoli,Sugarcane,Kharif,9.7,32.14,51668,4136540.08,80.06
2026,2026-08-26,Hingoli,Sugarcane,Kharif,12.2,26.89,51668,4136540.08,80.06
2026,2026-08-27,Hingoli,Sugarcane,Kharif,0.0,27.57,51668,4136540.08,80.06
2026,2026-08-28,Hingoli,Sugarcane,Kharif,16.1,30.07,51668,4136540.08,80.06
2026,2026-08-29,Hingoli,Sugarcane,Kharif,47.3,30.59,51668,4136540.08,80.06
2026,2026-08-30,Hingoli,Sugarcane,Kharif,11.0,27.99,51668,4136540.08,80.06
2026,2026-08-31,Hingoli,Sugarcane,Kharif,45.8,27.34,51668,4136540.08,80.06
2026,2026-09-01,Hingoli,Sugarcane,Kharif,8.0,32.01,51668,4136540.08,80.06
2026,2026-09-02,Hingoli,Sugarcane,Kharif,6.9,28.19,51668,4136540.08,80.06
2026,2026-09-03,Hingoli,Sugarcane,Kharif,9.0,30.32,51668,4136540.08,80.06
2026,2026-08-19,Jalgaon,Maize,Kharif,4.9,18.1,116790,352705.8,3.02
2026,2026-08-20,Jalgaon,Maize,Kharif,7.6,19.21,116790,352705.8,3.02
2026,2026-08-21,Jalgaon,Maize,Kharif,0.0,18.96,116790,352705.8,3.02
2026,2026-08-22,Jalgaon,Maize,Kharif,1.1,21.55,116790,352705.8,3.02
2026,2026-08-23,Jalgaon,Maize,Kharif,7.6,17.29,116790,352705.8,3.02
2026,2026-08-24,Jalgaon,Maize,Kharif,12.3,20.48,116790,352705.8,3.02
2026,2026-08-25,Jalgaon,Maize,Kharif,0.4,17.73,116790,352705.8,3.02
2026,2026-08-26,Jalgaon,Maize,Kharif,0.7,18.79,116790,352705.8,3.02
2026,2026-08-27,Jalgaon,Maize,Kharif,1.2,20.57,116790,352705.8,3.02
2026,2026-08-28,Jalgaon,Maize,Kharif,5.3,18.46,116790,352705.8,3.02
2026,2026-08-29,Jalgaon,Maize,Kharif,6.0,18.67,116790,352705.8,3.02
2026,2026-08-30,Jalgaon,Maize,Kharif,1.8,21.41,116790,352705.8,3.02
2026,2026-08-31,Jalgaon,Maize,Kharif,59.5,17.45,116790,352705.8,3.02
2026,2026-09-01,Jalgaon,Maize,Kharif,15.7,19.89,116790,352705.8,3.02
2026,2026-09-02,Jalgaon,Maize,Kharif,4.9,23.25,116790,352705.8,3.02
2026,2026-09-03,Jalgaon,Maize,Kharif,11.1,23.35,116790,352705.8,3.02
2026,2026-08-19,Jalgaon,Soybean,Kharif,0.9,18.1,282182,392232.98,1.39
2026,2026-08-20,Jalgaon,Soybean,Kharif,11.7,19.21,282182,392232.98,1.39
2026,2026-08-21,Jalgaon,Soybean,Kharif,15.2,18.96,282182,392232.98,1.39
2026,2026-08-22,Jalgaon,Soybean,Kharif,7.3,21.55,282182,392232.98,1.39
2026,2026-08-23,Jalgaon,Soybean,Kharif,7.3,17.29,282182,392232.98,1.39
2026,2026-08-24,Jalgaon,Soybean,Kharif,0.6,20.48,282182,392232.98,1.39
2026,2026-08-25,Jalgaon,Soybean,Kharif,43.3,17.73,282182,392232.98,1.39
2026,2026-08-26,Jalgaon,Soybean,Kharif,17.2,18.79,282182,392232.98,1.39
2026,2026-08-27,Jalgaon,Soybean,Kharif,8.1,20.57,282182,392232.98,1.39
2026,2026-08-28,Jalgaon,Soybean,Kharif,28.6,18.46,282182,392232.98,1.39
2026,2026-08-29,Jalgaon,Soybean,Kharif,0.6,18.67,282182,392232.98,1.39
2026,2026-08-30,Jalgaon,Soybean,Kharif,40.0,21.41,282182,392232.98,1.39
2026,2026-08-31,Jalgaon,Soybean,Kharif,0.0,17.45,282182,392232.98,1.39
2026,2026-09-01,Jalgaon,Soybean,Kharif,59.2,19.89,282182,392232.98,1.39
2026,2026-09-02,Jalgaon,Soybean,Kharif,11.7,23.25,282182,392232.98,1.39
2026,2026-09-03,Jalgaon,Soybean,Kharif,6.1,23.35,282182,392232.98,1.39
2026,2026-08-19,Jalgaon,Cotton,Kharif,13.1,18.1,197928,93026.16,0.47
2026,2026-08-20,Jalgaon,Cotton,Kharif,1.1,19.21,197928,93026.16,0.47
2026,2026-08-21,Jalgaon,Cotton,Kharif,2.5,18.96,197928,93026.16,0.47
2026,2026-08-22,Jalgaon,Cotton,Kharif,5.6,21.55,197928,93026.16,0.47
2026,2026-08-23,Jalgaon,Cotton,Kharif,46.5,17.29,197928,93026.16,0.47
2026,2026-08-24,Jalgaon,Cotton,Kharif,0.7,20.48,197928,93026.16,0.47
2026,2026-08-25,Jalgaon,Cotton,Kharif,6.7,17.73,197928,93026.16,0.47
2026,2026-08-26,Jalgaon,Cotton,Kharif,21.7,18.79,197928,93026.16,0.47
2026,2026-08-27,Jalgaon,Cotton,Kharif,1.9,20.57,197928,93026.16,0.47
2026,2026-08-28,Jalgaon,Cotton,Kharif,14.9,18.46,197928,93026.16,0.47
2026,2026-08-29,Jalgaon,Cotton,Kharif,3.0,18.67,197928,93026.16,0.47
2026,2026-08-30,Jalgaon,Cotton,Kharif,0.0,21.41,197928,93026.16,0.47
2026,2026-08-31,Jalgaon,Cotton,Kharif,2.0,17.45,197928,93026.16,0.47
2026,2026-09-01,Jalgaon,Cotton,Kharif,2.1,19.89,197928,93026.16,0.47
2026,2026-09-02,Jalgaon,Cotton,Kharif,52.3,23.25,197928,93026.16,0.47
2026,2026-09-03,Jalgaon,Cotton,Kharif,15.4,23.35,197928,93026.16,0.47
2026,2026-08-19,Jalgaon,Sugarcane,Kharif,28.7,18.1,77631,6413096.91,82.61
2026,2026-08-20,Jalgaon,Sugarcane,Kharif,14.8,19.21,77631,6413096.91,82.61
2026,2026-08-21,Jalgaon,Sugarcane,Kharif,1.5,18.96,77631,6413096.91,82.61
2026,2026-08-22,Jalgaon,Sugarcane,Kharif,13.7,21.55,77631,6413096.91,82.61
2026,2026-08-23,Jalgaon,Sugarcane,Kharif,2.0,17.29,77631,6413096.91,82.61
2026,2026-08-24,Jalgaon,Sugarcane,Kharif,29.9,20.48,77631,6413096.91,82.61
2026,2026-08-25,Jalgaon,Sugarcane,Kharif,21.2,17.73,77631,6413096.91,82.61
2026,2026-08-26,Jalgaon,Sugarcane,Kharif,0.0,18.79,77631,6413096.91,82.61
2026,2026-08-27,Jalgaon,Sugarcane,Kharif,0.5,20.57,77631,6413096.91,82.61
2026,2026-08-28,Jalgaon,Sugarcane,Kharif,10.3,18.46,77631,6413096.91,82.61
2026,2026-08-29,Jalgaon,Sugarcane,Kharif,19.6,18.67,77631,6413096.91,82.61
2026,2026-08-30,Jalgaon,Sugarcane,Kharif,10.1,21.41,77631,6413096.91,82.61
2026,2026-08-31,Jalgaon,Sugarcane,Kharif,29.5,17.45,77631,6413096.91,82.61
2026,2026-09-01,Jalgaon,Sugarcane,Kharif,19.8,19.89,77631,6413096.91,82.61
2026,2026-09-02,Jalgaon,Sugarcane,Kharif,0.8,23.25,77631,6413096.91,82.61
2026,2026-09-03,Jalgaon,Sugarcane,Kharif,37.9,23.35,77631,6413096.91,82.61
2026,2026-08-19,Jalna,Maize,Kharif,0.6,20.65,77408,238416.64,3.08
2026,2026-08-20,Jalna,Maize,Kharif,25.3,20.54,77408,238416.64,3.08
2026,2026-08-21,Jalna,Maize,Kharif,14.8,24.12,77408,238416.64,3.08
2026,2026-08-22,Jalna,Maize,Kharif,24.8,23.38,77408,238416.64,3.08
2026,2026-08-23,Jalna,Maize,Kharif,21.0,22.94,77408,238416.64,3.08
2026,2026-08-24,Jalna,Maize,Kharif,30.0,19.46,77408,238416.64,3.08
2026,2026-08-25,Jalna,Maize,Kharif,1.7,17.76,77408,238416.64,3.08
2026,2026-08-26,Jalna,Maize,Kharif,21.7,21.39,77408,238416.64,3.08
2026,2026-08-27,Jalna,Maize,Kharif,41.1,20.18,77408,238416.64,3.08
2026,2026-08-28,Jalna,Maize,Kharif,19.5,19.2,77408,238416.64,3.08
2026,2026-08-29,Jalna,Maize,Kharif,5.0,21.03,77408,238416.64,3.08
2026,2026-08-30,Jalna,Maize,Kharif,16.4,18.6,77408,238416.64,3.08
2026,2026-08-31,Jalna,Maize,Kharif,28.4,14.3,77408,238416.64,3.08
2026,2026-09-01,Jalna,Maize,Kharif,34.3,18.73,77408,238416.64,3.08
2026,2026-09-02,Jalna,Maize,Kharif,1.2,15.2,77408,238416.64,3.08
2026,2026-09-03,Jalna,Maize,Kharif,17.2,16.95,77408,238416.64,3.08
2026,2026-08-19,Jalna,Soybean,Kharif,14.7,20.65,168724,215966.72,1.28
2026,2026-08-20,Jalna,Soybean,Kharif,20.1,20.54,168724,215966.72,1.28
2026,2026-08-21,Jalna,Soybean,Kharif,1.7,24.12,168724,215966.72,1.28
2026,2026-08-22,Jalna,Soybean,Kharif,16.4,23.38,168724,215966.72,1.28
2026,2026-08-23,Jalna,Soybean,Kharif,13.1,22.94,168724,215966.72,1.28
2026,2026-08-24,Jalna,Soybean,Kharif,48.2,19.46,168724,215966.72,1.28
2026,2026-08-25,Jalna,Soybean,Kharif,20.7,17.76,168724,215966.72,1.28
2026,2026-08-26,Jalna,Soybean,Kharif,11.0,21.39,168724,215966.72,1.28
2026,2026-08-27,Jalna,Soybean,Kharif,12.2,20.18,168724,215966.72,1.28
2026,2026-08-28,Jalna,Soybean,Kharif,8.2,19.2,168724,215966.72,1.28
2026,2026-08-29,Jalna,Soybean,Kharif,9.2,21.03,168724,215966.72,1.28
2026,2026-08-30,Jalna,Soybean,Kharif,16.6,18.6,168724,215966.72,1.28
2026,2026-08-31,Jalna,Soybean,Kharif,0.2,14.3,168724,215966.72,1.28
2026,2026-09-01,Jalna,Soybean,Kharif,16.9,18.73,168724,215966.72,1.28
2026,2026-09-02,Jalna,Soybean,Kharif,15.8,15.2,168724,215966.72,1.28
2026,2026-09-03,Jalna,Soybean,Kharif,10.1,16.95,168724,215966.72,1.28
2026,2026-08-19,Jalna,Cotton,Kharif,12.2,20.65,272225,133390.25,0.49
2026,2026-08-20,Jalna,Cotton,Kharif,18.2,20.54,272225,133390.25,0.49
2026,2026-08-21,Jalna,Cotton,Kharif,17.9,24.12,272225,133390.25,0.49
2026,2026-08-22,Jalna,Cotton,Kharif,7.8,23.38,272225,133390.25,0.49
2026,2026-08-23,Jalna,Cotton,Kharif,0.6,22.94,272225,133390.25,0.49
2026,2026-08-24,Jalna,Cotton,Kharif,14.9,19.46,272225,133390.25,0.49
2026,2026-08-25,Jalna,Cotton,Kharif,0.3,17.76,272225,133390.25,0.49
2026,2026-08-26,Jalna,Cotton,Kharif,10.3,21.39,272225,133390.25,0.49
2026,2026-08-27,Jalna,Cotton,Kharif,47.6,20.18,272225,133390.25,0.49
2026,2026-08-28,Jalna,Cotton,Kharif,4.4,19.2,272225,133390.25,0.49
2026,2026-08-29,Jalna,Cotton,Kharif,0.2,21.03,272225,133390.25,0.49
2026,2026-08-30,Jalna,Cotton,Kharif,9.5,18.6,272225,133390.25,0.49
2026,2026-08-31,Jalna,Cotton,Kharif,8.8,14.3,272225,133390.25,0.49
2026,2026-09-01,Jalna,Cotton,Kharif,6.2,18.73,272225,133390.25,0.49
2026,2026-09-02,Jalna,Cotton,Kharif,17.6,15.2,272225,133390.25,0.49
2026,2026-09-03,Jalna,Cotton,Kharif,7.1,16.95,272225,133390.25,0.49
2026,2026-08-19,Jalna,Sugarcane,Kharif,0.2,20.65,85785,6701524.2,78.12
2026,2026-08-20,Jalna,Sugarcane,Kharif,2.4,20.54,85785,6701524.2,78.12
2026,2026-08-21,Jalna,Sugarcane,Kharif,6.0,24.12,85785,6701524.2,78.12
2026,2026-08-22,Jalna,Sugarcane,Kharif,1.4,23.38,85785,6701524.2,78.12
2026,2026-08-23,Jalna,Sugarcane,Kharif,27.0,22.94,85785,6701524.2,78.12
2026,2026-08-24,Jalna,Sugarcane,Kharif,37.6,19.46,85785,6701524.2,78.12
2026,2026-08-25,Jalna,Sugarcane,Kharif,16.1,17.76,85785,6701524.2,78.12
2026,2026-08-26,Jalna,Sugarcane,Kharif,46.2,21.39,85785,6701524.2,78.12
2026,2026-08-27,Jalna,Sugarcane,Kharif,9.3,20.18,85785,6701524.2,78.12
2026,2026-08-28,Jalna,Sugarcane,Kharif,0.0,19.2,85785,6701524.2,78.12
2026,2026-08-29,Jalna,Sugarcane,Kharif,25.5,21.03,85785,6701524.2,78.12
2026,2026-08-30,Jalna,Sugarcane,Kharif,20.0,18.6,85785,6701524.2,78.12
2026,2026-08-31,Jalna,Sugarcane,Kharif,6.1,14.3,85785,6701524.2,78.12
2026,2026-09-01,Jalna,Sugarcane,Kharif,12.8,18.73,85785,6701524.2,78.12
2026,2026-09-02,Jalna,Sugarcane,Kharif,0.4,15.2,85785,6701524.2,78.12
2026,2026-09-03,Jalna,Sugarcane,Kharif,12.4,16.95,85785,6701524.2,78.12
2026,2026-08-19,Kolhapur,Maize,Kharif,4.3,30.1,90031,252987.11,2.81
2026,2026-08-20,Kolhapur,Maize,Kharif,16.0,30.43,90031,252987.11,2.81
